product_id,Type,air_temp,process_temp,speed,torque,tool_wear,air_temp_phase,process_temp_phase,speed_phase,torque_phase,tool_wear_phase,in_pocket,target_real,target
L54702,L,300.1,311.5,1334,54,26,-0.0112013,2.11488,-2.8025,2.68692,-2.35406,0,0,0
M22383,M,300.1,311.5,1343,46.2,28,-0.0161427,2.12428,-2.75896,1.41343,-2.27598,0,0,0
L54704,L,300.2,311.5,1639,31.1,31,0.115715,2.12662,1.83051,-1.96355,-2.22804,0,0,0
H36939,H,300.1,311.5,1383,49.1,33,0.00254068,2.15303,-2.21164,2.02362,-2.14231,0,0,0
L54706,L,300.1,311.4,1660,31.4,38,-0.0278237,1.92769,1.99811,-1.90604,-2.01169,0,0,0
L54707,L,300.1,311.3,1470,45.2,40,-0.0105047,1.87821,-0.585398,1.21969,-1.92883,0,0,0
M22388,M,300.1,311.3,1748,26.6,42,0.0195984,1.88157,2.54708,-2.56403,-1.88873,0,0,0
L54709,L,300.1,311.4,1467,35.7,45,-0.0209996,1.88176,-0.698337,-1.05867,-1.80969,0,0,0
M22390,M,300.1,311.4,1617,39.3,47,-0.0146614,1.93691,1.61721,-0.186477,-1.74508,0,0,0
H36945,H,300.1,311.4,1377,56.7,50,-0.0327802,1.95361,-2.2839,2.84384,-1.66321,0,0,0
M22392,M,300,311.3,1629,32.1,55,-0.0954734,1.92345,1.74945,-1.77886,-1.48978,0,0,0
L54713,L,300,311.2,1504,37.9,58,-0.065994,1.80815,-0.0178307,-0.53082,-1.41253,0,0,0
L54714,L,300,311.2,1418,47.3,60,-0.0729279,1.72999,-1.6706,1.68791,-1.37077,0,0,0
L54715,L,300,311.2,1629,31.7,62,-0.0816417,1.73517,1.73804,-1.86767,-1.31267,0,0,0
L54716,L,300.1,311.3,2579,12.5,64,-0.036706,1.93556,3.11752,-3.14159,-1.24367,0,1,1
L54717,L,300.1,311.3,1305,64.7,66,-0.0275988,1.94682,-2.97616,3.10491,-1.19733,0,0,0
M22398,M,300.2,311.4,1450,38.5,68,0.137706,1.91742,-0.996754,-0.361979,-1.12302,0,0,0
L54719,L,300.2,311.3,1487,36.9,71,0.100818,1.93404,-0.304342,-0.761982,-1.05136,0,0,0
M22400,M,300.2,311.3,1587,31.2,73,0.121457,1.8942,1.29409,-1.92589,-1.01138,0,0,0
M22401,M,300.3,311.5,1528,40.9,76,0.224713,2.15602,0.42355,0.19752,-0.878179,0,0,0
M22402,M,300.4,311.6,1401,49.9,79,0.283119,2.23996,-1.95202,2.12264,-0.822427,0,0,0
L54723,L,300.3,311.5,1446,45,82,0.239743,2.15954,-1.13196,1.17666,-0.739663,0,0,0
L54724,L,300.2,311.4,1425,44.2,84,0.104224,1.95503,-1.53951,0.991496,-0.651626,0,0,0
L54725,L,300.2,311.4,1891,22.6,86,0.153109,1.97539,2.86658,-2.90131,-0.628385,0,0,0
H36960,H,300.2,311.5,1454,42.8,88,0.105631,2.14918,-0.905404,0.654369,-0.545325,0,0,0
L54727,L,300.1,311.4,1430,40.9,93,-0.021922,1.97861,-1.445,0.149697,-0.432247,0,0,0
L54728,L,300.2,311.4,1495,43.6,95,0.114519,1.98259,-0.164669,0.859146,-0.375916,0,0,0
L54729,L,300.3,311.4,1544,41.6,97,0.207609,1.94481,0.690429,0.355088,-0.313939,0,0,0
M22410,M,300.3,311.4,1554,34.3,99,0.211233,1.981,0.838787,-1.36647,-0.229289,0,0,0
M22411,M,300.2,311.3,1491,37.3,102,0.120568,1.91792,-0.210759,-0.669867,-0.193419,0,0,0
L54732,L,300.3,311.3,1525,40.7,105,0.220085,1.94129,0.405698,0.136021,-0.106214,0,0,0
L54733,L,300.3,311.3,1505,39.6,107,0.219458,1.92879,0.0285728,-0.142359,-0.0334903,0,0,0
M22414,M,300.3,311.4,1371,50.2,109,0.215248,1.90097,-2.3971,2.19116,-0.00694001,0,0,0
L54735,L,300.3,311.3,1332,60.5,112,0.190731,1.92918,-2.85758,3.00077,0.106546,0,0,0
L54736,L,300.3,311.4,1471,37,114,0.211812,1.94021,-0.57776,-0.745016,0.202943,0,0,0
M22417,M,300.4,311.5,1750,27.3,116,0.294142,2.13798,2.50658,-2.4944,0.258754,0,0,0
M22418,M,300.3,311.4,1386,48.1,119,0.241607,1.91885,-2.19833,1.87039,0.350167,0,0,0
M22419,M,300.4,311.4,1355,56.2,122,0.380629,1.95149,-2.63962,2.79627,0.405157,0,0,0
M22420,M,300.3,311.3,1377,53.8,125,0.246279,1.81621,-2.32825,2.64773,0.476161,0,0,0
L54741,L,300.3,311.1,1388,49.4,128,0.206888,1.55056,-2.18261,2.07499,0.591188,1,0,0
M22422,M,300.3,311.1,1350,58.7,130,0.223034,1.57039,-2.70524,2.92375,0.620328,0,0,0
M22423,M,300.4,311.2,1831,23.4,133,0.337643,1.75404,2.74721,-2.8382,0.72059,0,0,0
M22424,M,300.3,311.2,1381,65.2,136,0.218857,1.75517,-2.29351,3.1198,0.803497,0,1,1
M22425,M,300.3,311.2,1783,25.6,139,0.222878,1.80904,2.66759,-2.69708,0.901003,0,0,0
L54746,L,300.3,311,1613,34.7,142,0.208354,1.39086,1.595,-1.27567,0.996599,0,0,0
M22427,M,300.2,311,2370,14.7,144,0.095788,1.35993,3.1043,-3.10956,1.0632,0,0,0
L54748,L,300.2,311,1627,33.7,147,0.112513,1.42387,1.74112,-1.52421,1.13535,0,0,0
L54749,L,300.2,311,1255,71.8,149,0.108287,1.38338,-3.12356,3.13129,1.2391,0,1,1
H36984,H,300.2,311,1777,27.5,151,0.0990947,1.40027,2.64457,-2.43357,1.21682,0,0,0
L54751,L,300.3,311.1,1606,30.9,156,0.228227,1.54992,1.53358,-1.98279,1.40507,0,0,0
L54752,L,300.3,311.1,1676,28.6,158,0.238611,1.5685,2.12716,-2.33642,1.41161,0,0,0
L54753,L,300.3,311.1,1605,37.1,160,0.21494,1.58635,1.43016,-0.766935,1.50427,0,0,0
L54754,L,300.4,311.1,1487,37.4,162,0.434229,1.56164,-0.284212,-0.659129,1.58981,0,0,0
L54755,L,300.4,311.2,1471,46.5,164,0.383734,1.77793,-0.617876,1.48646,1.62718,0,0,0
M22436,M,300.3,311.1,1477,44.2,166,0.205818,1.60204,-0.493971,0.977112,1.63315,1,0,0
L54757,L,300.4,311.2,1530,32,169,0.432286,1.78994,0.471941,-1.79725,1.69413,0,0,0
L54758,L,300.4,311.2,1673,28.9,171,0.400267,1.7539,2.09761,-2.30303,1.8006,0,0,0
L54759,L,300.4,311.2,1436,56.8,173,0.435507,1.73139,-1.29025,2.87955,1.87253,0,0,0
L54760,L,300.4,311.3,1495,51.2,175,0.43475,1.86029,-0.162039,2.34996,1.91575,0,0,0
M22441,M,300.4,311.2,1366,56.1,177,0.413389,1.73955,-2.49259,2.84327,2.01552,0,0,0
H36996,H,300.4,311.2,1489,45.3,180,0.39311,1.72345,-0.284843,1.27558,2.04515,0,0,0
L54763,L,300.3,311.1,1480,46.6,185,0.187151,1.52423,-0.449085,1.53648,2.22758,0,0,0
L54764,L,300.4,311.2,1472,37.3,187,0.458569,1.76095,-0.574287,-0.661997,2.26499,0,0,0
L54765,L,300.4,311.1,1397,50.8,189,0.433254,1.52807,-2.01437,2.30897,2.30368,0,0,0
L54766,L,300.4,311.1,1589,35.5,191,0.405303,1.56787,1.32417,-1.0919,2.42974,1,0,1
L54767,L,300.4,311.1,1405,54.1,193,0.440241,1.60917,-1.89752,2.6616,2.43054,0,0,0
L54768,L,300.4,311.1,2013,20.1,195,0.441986,1.59323,2.99464,-2.99348,2.48351,0,0,0
L54769,L,300.4,311,1802,26,197,0.461591,1.41543,2.70976,-2.64748,2.56493,0,0,0
M22450,M,300.4,311,1433,46.1,199,0.445514,1.41603,-1.41439,1.40881,2.62295,1,0,0
M22451,M,300.5,311.1,1296,61.3,202,0.484211,1.56699,-3.00409,3.03663,2.68708,0,1,1
M22452,M,300.5,311.2,1551,36.6,205,0.515603,1.79591,0.758121,-0.860533,2.75738,0,0,0
L54773,L,300.5,311.2,1270,67.5,208,0.540578,1.69475,-3.08593,3.13788,2.84601,0,1,1
L54774,L,300.6,311.3,1531,38.5,0,0.704627,1.84007,0.485835,-0.392919,-3.11426,0,0,0
H37009,H,300.5,311.2,1397,45.2,2,0.417121,1.75627,-2.00982,1.23066,-3.0326,0,0,0
L54776,L,300.5,311.1,1547,37.2,7,0.422134,1.59508,0.720266,-0.699807,-2.89905,0,0,0
L54777,L,300.5,311,2074,18.9,9,0.484189,1.39435,3.03837,-3.02955,-2.81242,0,0,0
L54778,L,300.5,311.1,1491,42.6,11,0.470687,1.60604,-0.200522,0.606189,-2.78617,0,0,0
L54779,L,300.5,311,1759,28.3,13,0.459676,1.4167,2.54987,-2.37157,-2.72105,0,0,0
M22460,M,300.4,311,1595,35.4,15,0.410369,1.42663,1.39533,-1.11448,-2.64608,0,0,0
L54781,L,300.4,311.2,1351,62,18,0.446541,1.73077,-2.65829,3.07102,-2.58533,0,0,0
L54782,L,300.4,311.2,1705,28.7,20,0.387453,1.74518,2.30392,-2.33621,-2.53356,0,0,0
L54783,L,300.4,311.2,1406,43.6,22,0.432332,1.72075,-1.90115,0.853445,-2.44777,0,0,0
L54784,L,300.4,311.3,1639,34.6,24,0.397776,1.86585,1.81354,-1.25991,-2.373,1,0,1
H37019,H,300.4,311.3,2026,20.3,26,0.429328,1.8619,3.0192,-3.01268,-2.33224,0,0,0
M22466,M,300.4,311.3,1350,56.5,31,0.433961,1.84304,-2.66273,2.82576,-2.18245,0,0,0
M22467,M,300.5,311.3,1468,41.1,34,0.459315,1.89281,-0.658,0.229063,-2.1101,0,0,0
L54788,L,300.5,311.4,1642,27.1,37,0.499183,2.06924,1.85414,-2.55198,-2.0275,0,0,0
L54789,L,300.5,311.3,1490,41.8,39,0.428923,1.85181,-0.178398,0.424118,-1.94134,0,0,0
M22470,M,300.5,311.3,1507,43.4,41,0.418661,1.87369,0.101191,0.773151,-1.93369,0,0,0
L54791,L,300.5,311.4,1611,32.7,44,0.408716,1.99977,1.54604,-1.63761,-1.79584,0,0,0
M22472,M,300.5,311.4,1743,27.6,46,0.432645,2.00839,2.53499,-2.47476,-1.76872,0,0,0
L54793,L,300.5,311.3,1475,46.3,49,0.539359,1.85197,-0.547507,1.49608,-1.67991,0,0,0
L54794,L,300.5,311.4,1432,47.5,51,0.48469,2.04914,-1.41631,1.70885,-1.60119,0,0,0
L54795,L,300.5,311.4,1442,47,53,0.528217,1.98905,-1.18219,1.63583,-1.52951,0,0,0
M22476,M,300.6,311.4,1468,40.4,55,0.689184,2.0143,-0.655112,0.066422,-1.48504,0,0,0
L54797,L,300.5,311.4,1556,45.3,58,0.547854,2.00248,0.878865,1.27562,-1.42264,0,0,0
M22478,M,300.5,311.4,1312,51.4,60,0.531018,2.0741,-2.9429,2.37563,-1.36558,0,0,0
L54799,L,300.6,311.5,1459,47,63,0.711501,2.15195,-0.844996,1.61565,-1.26369,0,0,0
L54800,L,300.5,311.5,1651,36.9,65,0.551523,2.14109,1.95083,-0.750663,-1.24203,0,0,0
L54801,L,300.5,311.5,1490,38.4,67,0.513467,2.12512,-0.2253,-0.414036,-1.16683,0,0,0
M22482,M,300.6,311.6,1473,31.5,69,0.702149,2.20274,-0.563237,-1.8567,-1.09457,0,0,0
L54803,L,300.6,311.7,1734,29.9,72,0.678644,2.35922,2.45512,-2.17815,-1.01908,0,0,0
L54804,L,300.6,311.7,1507,45.5,74,0.665644,2.35589,0.0453418,1.27186,-0.920253,0,0,0
L54805,L,300.6,311.7,1556,34.9,76,0.656106,2.3799,0.878983,-1.21129,-0.922384,0,0,0
H37040,H,300.5,311.6,1351,53.5,78,0.550225,2.19431,-2.65654,2.60824,-0.830368,0,0,0
L54807,L,300.5,311.7,1445,44.8,83,0.566333,2.36334,-1.16345,1.11168,-0.703869,0,0,0
L54808,L,300.5,311.7,1619,32.7,85,0.576877,2.3547,1.65151,-1.63474,-0.675432,0,0,0
M22489,M,300.5,311.7,1269,64,87,0.584314,2.37273,-3.10688,3.07556,-0.58985,0,0,0
L54810,L,300.5,311.6,1534,37.7,90,0.57032,2.22644,0.496659,-0.547432,-0.484499,0,0,0
L54811,L,300.5,311.6,1444,49.3,92,0.548427,2.18346,-1.11801,2.06803,-0.438376,0,0,0
L54812,L,300.5,311.6,1744,26.8,94,0.53621,2.21522,2.52485,-2.57008,-0.384029,0,0,0
L54813,L,300.4,311.5,1441,44.6,96,0.403658,2.09992,-1.21278,1.09111,-0.320387,1,0,0
M22494,M,300.3,311.3,1506,40.7,98,0.237664,1.92295,0.0245135,0.18769,-0.31124,0,0,0
L54815,L,300.3,311.4,1526,38.5,101,0.249416,1.99851,0.420681,-0.343061,-0.168843,1,0,1
L54816,L,300.4,311.5,1704,29.7,103,0.396015,2.1182,2.32247,-2.18503,-0.127481,0,0,0
H37051,H,300.4,311.4,1445,52.4,105,0.394714,1.97227,-1.14943,2.52153,-0.105582,0,0,0
L54818,L,300.5,311.5,1661,35.9,110,0.549232,2.14783,2.01041,-1.07218,0.0666724,0,0,0
L54819,L,300.5,311.4,1466,41.8,112,0.481441,1.99249,-0.731117,0.392401,0.144537,0,0,0
L54820,L,300.4,311.3,1608,35.1,114,0.378655,1.86396,1.51067,-1.21429,0.193648,0,0,0
M22501,M,300.4,311.4,1352,57.3,116,0.409432,1.9886,-2.65292,2.88916,0.268094,0,0,0
M22502,M,300.4,311.4,1604,31.7,119,0.391565,2.00071,1.47059,-1.82899,0.27129,0,0,0
H37057,H,300.4,311.4,1427,50.7,122,0.394237,1.99291,-1.49872,2.2926,0.368189,0,0,0
L54824,L,300.4,311.4,1424,44.6,127,0.457373,1.99278,-1.56458,1.08808,0.521339,0,0,0
L54825,L,300.4,311.4,1662,29.3,129,0.396417,1.9752,2.00288,-2.24382,0.598646,0,0,0
L54826,L,300.4,311.4,1936,23.9,131,0.421251,1.9577,2.93642,-2.81157,0.684368,0,0,0
L54827,L,300.4,311.4,1728,31.7,133,0.407815,1.98125,2.4641,-1.8433,0.705513,1,0,0
L54828,L,300.4,311.4,1552,28.8,135,0.404776,1.96711,0.818879,-2.27323,0.823449,0,0,0
H37063,H,300.4,311.5,1662,29,137,0.405382,2.13906,2.04588,-2.27481,0.804985,0,0,0
L54830,L,300.3,311.4,1343,57.7,142,0.207809,1.96812,-2.75135,2.9093,0.985975,0,0,0
M22511,M,300.4,311.5,1476,32.6,144,0.383324,2.15482,-0.519403,-1.67177,1.0835,0,0,0
L54832,L,300.3,311.4,1346,51.1,147,0.198423,1.93993,-2.72308,2.32516,1.10867,1,0,1
L54833,L,300.4,311.5,1492,44.6,149,0.402173,2.11662,-0.194137,1.13473,1.21311,0,0,0
M22514,M,300.3,311.5,1540,41.5,151,0.187999,2.1489,0.620368,0.33843,1.23623,0,0,0
L54835,L,300.4,311.5,1596,32.5,154,0.405303,2.18139,1.40402,-1.69771,1.29075,0,0,0
L54836,L,300.5,311.6,1541,47.8,156,0.527762,2.19455,0.653676,1.80443,1.40199,0,0,0
L54837,L,300.5,311.6,1661,30,158,0.514558,2.20005,2.02044,-2.13408,1.37156,0,0,0
M22518,M,300.4,311.6,1359,55.4,160,0.398546,2.23329,-2.568,2.80937,1.49068,0,0,0
L54839,L,300.5,311.6,1528,42.4,163,0.523496,2.2359,0.447103,0.578848,1.58171,0,0,0
M22520,M,300.5,311.6,1246,52.9,165,0.492877,2.19178,-3.11575,2.51469,1.61811,0,0,0
L54841,L,300.5,311.6,1575,32.5,168,0.516204,2.21388,1.14076,-1.66479,1.74264,0,0,0
M22522,M,300.5,311.6,1658,30.4,170,0.499801,2.22121,1.97662,-2.08238,1.80222,1,0,1
L54843,L,300.5,311.6,1385,54.8,173,0.538515,2.23064,-2.213,2.74095,1.86505,0,0,0
H37078,H,300.5,311.7,1454,50.3,175,0.501515,2.32319,-0.950299,2.22332,1.95275,0,0,0
L54845,L,300.5,311.6,1497,40.5,180,0.543019,2.21957,-0.116884,0.104845,2.05391,0,0,0
M22526,M,300.6,311.7,1424,50.8,182,0.732218,2.35577,-1.54388,2.30065,2.10581,0,0,0
L54847,L,300.6,311.7,1528,43.9,185,0.664238,2.33645,0.433552,0.945872,2.21729,0,0,0
L54848,L,300.6,311.8,1539,37,187,0.673273,2.37975,0.605839,-0.73912,2.27808,0,0,0
L54849,L,300.7,311.8,1336,58.4,189,0.789343,2.41262,-2.79184,2.92712,2.33848,0,1,1
L54850,L,300.5,311.6,1525,37.6,191,0.520637,2.23215,0.391539,-0.623872,2.40843,0,0,0
M22531,M,300.5,311.6,1456,51.1,193,0.52693,2.19561,-0.888269,2.32292,2.4262,0,0,0
M22532,M,300.5,311.7,2141,17.2,196,0.538084,2.37069,3.04192,-3.07373,2.50374,0,0,0
M22533,M,300.5,311.6,1476,39.1,199,0.519944,2.21589,-0.507484,-0.23491,2.65654,0,0,0
L54854,L,300.5,311.6,1509,47.2,202,0.54298,2.21747,0.117116,1.64708,2.69925,0,0,0
L54855,L,300.5,311.6,1447,45.4,204,0.510283,2.2074,-1.08689,1.26429,2.71408,0,0,0
L54856,L,300.6,311.7,1448,49.1,206,0.696702,2.34699,-1.05149,2.0289,2.80168,0,0,0
L54857,L,300.6,311.7,1428,52.6,208,0.662314,2.34299,-1.52845,2.55376,2.85562,0,0,0
M22538,M,300.6,311.7,1389,52.1,210,0.674706,2.32665,-2.14528,2.45902,2.94104,0,0,0
L54859,L,300.7,311.7,1635,32.4,213,0.758504,2.34752,1.80774,-1.75021,2.97674,0,0,0
L54860,L,300.7,311.7,1395,43.7,215,0.759756,2.36609,-2.04159,0.87581,2.99089,0,0,0
L54861,L,300.7,311.8,1443,43.7,217,0.786214,2.38478,-1.19855,0.903861,3.02203,0,0,0
M22542,M,300.7,311.7,1412,49.1,219,0.804188,2.32159,-1.78687,2.03058,3.03167,1,0,1
L54863,L,300.7,311.7,1524,43.5,222,0.800574,2.35467,0.327783,0.856409,3.04706,0,0,0
M22544,M,300.7,311.8,1407,42.4,224,0.791737,2.40949,-1.81892,0.561574,3.09117,0,0,0
L54865,L,300.8,311.7,1397,43.5,227,0.90408,2.34429,-2.01929,0.869025,3.11808,0,0,0
M22546,M,300.7,311.7,1504,36.9,229,0.752398,2.37389,0.0177117,-0.782486,3.09433,0,0,0
M22547,M,300.7,311.7,2097,18.9,232,0.761342,2.36832,3.04229,-3.03262,3.10551,1,1,1
L54868,L,300.6,311.7,1553,39.8,0,0.663517,2.37052,0.846783,-0.0800404,-3.1124,0,0,0
L54869,L,300.6,311.7,1432,39.2,2,0.694866,2.39625,-1.38695,-0.224228,-3.03114,0,0,0
M22550,M,300.5,311.6,1577,36.5,4,0.540069,2.19656,1.17988,-0.86431,-3.00434,0,0,0
M22551,M,300.5,311.5,1370,56.1,7,0.554968,2.19195,-2.44001,2.84433,-2.94881,0,0,0
H37106,H,300.5,311.6,1506,36.2,10,0.547242,2.16684,0.0754733,-0.923289,-2.85819,0,0,0
L54873,L,300.6,311.6,1964,21.4,15,0.67032,2.16447,3.00139,-2.90994,-2.67357,0,0,0
H37108,H,300.6,311.7,1500,36.7,17,0.658676,2.36568,-0.0509675,-0.789504,-2.55889,0,0,0
L54875,L,300.6,311.7,1488,47.7,22,0.707644,2.39808,-0.289126,1.76933,-2.43263,0,0,0
H37110,H,300.6,311.5,1282,60.2,24,0.69349,2.14256,-3.08713,2.97432,-2.40635,1,0,1
L54877,L,300.5,311.4,1400,45.1,29,0.50931,2.02476,-1.97081,1.18625,-2.23933,0,0,0
L54878,L,300.6,311.5,1419,38.6,31,0.695018,2.16634,-1.66995,-0.341041,-2.2297,0,0,0
M22559,M,300.7,311.5,1441,40.6,33,0.798129,2.16739,-1.22479,0.18375,-2.12951,1,0,1
M22560,M,300.7,311.6,1348,62.5,36,0.81891,2.22857,-2.73079,3.09468,-2.06184,1,0,0
H37115,H,300.8,311.7,1468,38.7,39,0.869859,2.31454,-0.647641,-0.326913,-2.00763,0,0,0
M22562,M,300.7,311.7,1701,30.8,44,0.80729,2.3963,2.28652,-1.99919,-1.8449,0,0,0
H37117,H,300.7,311.7,1864,23.6,47,0.806262,2.41016,2.81817,-2.8291,-1.71735,0,0,0
M22564,M,300.6,311.6,1630,31.8,52,0.657908,2.20558,1.77548,-1.86209,-1.58973,0,0,0
L54885,L,300.5,311.5,1316,49.7,55,0.58112,2.19166,-2.94568,2.12108,-1.52876,1,0,0
L54886,L,300.5,311.5,1708,31.2,57,0.527439,2.19312,2.3455,-1.93147,-1.43899,0,0,0
H37121,H,300.5,311.4,1679,27.5,59,0.515198,2.00817,2.1492,-2.47422,-1.37897,0,0,0
L54888,L,300.5,311.4,1709,32.3,64,0.569717,2.05167,2.34073,-1.74346,-1.20799,0,0,0
L54889,L,300.5,311.4,1445,41.5,66,0.572025,2.05341,-1.16798,0.322065,-1.20732,0,0,0
M22570,M,300.5,311.4,1390,51.9,68,0.547742,2.04528,-2.12985,2.38592,-1.13032,0,0,0
L54891,L,300.4,311.4,1309,55.5,71,0.426003,2.05024,-2.96706,2.77935,-1.05326,0,0,0
L54892,L,300.5,311.5,1499,37.6,73,0.519667,2.15738,-0.0524188,-0.612916,-0.947778,0,0,0
M22573,M,300.5,311.4,2072,18.8,75,0.53456,2.03017,3.05995,-3.05903,-0.949652,0,0,0
L54894,L,300.5,311.5,1487,43,78,0.496385,2.15805,-0.311806,0.699945,-0.853337,0,0,0
L54895,L,300.5,311.5,1302,49.6,80,0.529409,2.17175,-2.97487,2.17107,-0.774725,0,0,0
M22576,M,300.5,311.5,1378,48.2,82,0.546765,2.13908,-2.30733,1.8576,-0.720659,0,0,0
L54897,L,300.5,311.6,1365,53,85,0.529152,2.20298,-2.51026,2.54569,-0.665746,0,0,0
H37132,H,300.6,311.7,1427,44.6,87,0.71446,2.33404,-1.4637,1.12876,-0.596646,1,0,0
H37133,H,300.6,311.7,1535,33.3,92,0.726354,2.37406,0.520221,-1.57535,-0.449063,0,0,0
H37134,H,300.5,311.6,1476,41.7,97,0.490434,2.21364,-0.525851,0.420216,-0.340169,0,0,0
L54901,L,300.5,311.6,1425,42.4,102,0.535376,2.1972,-1.52509,0.602282,-0.199283,0,0,0
L54902,L,300.5,311.7,1409,54.7,104,0.482205,2.29714,-1.87436,2.71375,-0.0754717,0,0,0
L54903,L,300.5,311.6,1730,30.2,106,0.494038,2.18413,2.45542,-2.1043,-0.107039,0,0,0
M22584,M,300.5,311.6,1454,41.4,108,0.517975,2.26179,-0.910064,0.282054,0.0231796,0,0,0
L54905,L,300.6,311.7,1744,26.9,111,0.729105,2.2993,2.49439,-2.54422,0.0954825,0,0,0
M22586,M,300.8,311.9,1761,29,113,0.90056,2.47629,2.57797,-2.30479,0.141229,0,0,0
M22587,M,300.7,311.9,1657,30.9,116,0.800303,2.50784,1.99518,-1.97517,0.238247,1,0,0
L54908,L,300.7,311.8,1420,47,119,0.83414,2.38137,-1.63011,1.5975,0.334355,1,0,1
H37143,H,300.7,311.9,1329,59.2,121,0.819693,2.44433,-2.89281,2.94966,0.390905,0,0,0
L54910,L,300.6,311.9,1472,44.2,126,0.687783,2.46443,-0.625783,1.05594,0.507867,0,0,0
L54911,L,300.6,312,1566,30.1,128,0.676257,2.53253,1.0369,-2.13391,0.596541,1,0,0
L54912,L,300.6,312,1430,42.7,130,0.708044,2.55976,-1.42682,0.690202,0.620298,1,0,1
L54913,L,300.6,312,1481,40.9,132,0.702314,2.57605,-0.406441,0.235068,0.70706,1,0,0
L54914,L,300.6,312,1670,29.4,134,0.692952,2.57825,2.05905,-2.22897,0.767448,0,0,0
L54915,L,300.6,312,1406,55.1,136,0.7386,2.54864,-1.87616,2.76267,0.789168,0,0,0
H37150,H,300.6,312.1,1354,46.9,138,0.696416,2.63011,-2.63002,1.6111,0.907049,1,0,0
M22597,M,300.5,312,1985,19.3,143,0.50691,2.57505,2.98984,-3.02462,1.02976,0,0,0
M22598,M,300.5,312,1263,60.8,146,0.543357,2.5749,-3.09394,3.033,1.09748,1,0,0
L54919,L,300.5,311.9,1576,31.1,149,0.536722,2.53116,1.14462,-1.96768,1.18777,0,0,0
L54920,L,300.5,312,1453,45.1,151,0.492466,2.54959,-0.978673,1.23638,1.27882,0,0,0
L54921,L,300.5,312,1478,39,153,0.526984,2.53876,-0.473764,-0.211774,1.30324,0,0,0
M22602,M,300.5,311.9,1323,57.9,155,0.54262,2.57311,-2.8546,2.9373,1.3573,0,0,0
L54923,L,300.5,311.9,1710,28.4,158,0.513879,2.52742,2.37029,-2.34654,1.4447,0,0,0
L54924,L,300.4,311.7,1314,59.5,160,0.370039,2.30092,-2.89807,2.99651,1.47722,0,0,0
L54925,L,300.4,311.7,1460,39.6,162,0.371383,2.29588,-0.799255,-0.150991,1.54206,1,0,1
M22606,M,300.4,311.7,1508,45.4,164,0.355019,2.3123,0.103118,1.28418,1.61894,0,0,0
M22607,M,300.5,311.8,1331,55.3,167,0.51878,2.36716,-2.79735,2.74562,1.69188,0,0,0
L54928,L,300.4,311.7,1515,47.4,170,0.380615,2.27676,0.231051,1.70173,1.78401,0,0,0
L54929,L,300.4,311.6,1674,33,172,0.380056,2.16996,2.08308,-1.57374,1.81476,0,0,0
L54930,L,300.4,311.7,1444,51.2,174,0.376289,2.30293,-1.15921,2.3265,1.89756,0,0,0
M22611,M,300.4,311.7,1398,42.6,176,0.370695,2.27019,-1.9851,0.611762,1.95776,0,0,0
M22612,M,300.4,311.7,1832,24.2,179,0.398415,2.26624,2.77585,-2.73843,2.06478,0,0,0
M22613,M,300.5,311.8,1591,42,182,0.512358,2.35889,1.31084,0.481721,2.13105,0,0,0
M22614,M,300.4,311.7,1478,39.9,185,0.374442,2.34238,-0.465128,-0.0621054,2.24659,0,0,0
M22615,M,300.4,311.8,1362,47.6,188,0.403943,2.4042,-2.52242,1.76223,2.29061,0,0,0
L54936,L,300.5,311.8,1368,57.9,191,0.503845,2.42657,-2.43528,2.90353,2.40122,0,1,1
M22617,M,300.3,311.7,1723,28.3,193,0.292662,2.25836,2.4192,-2.38228,2.44128,0,0,0
L54938,L,300.4,311.8,1689,30.8,196,0.379408,2.41186,2.24002,-2.02038,2.52697,0,0,0
L54939,L,300.4,311.8,1272,59.2,198,0.389482,2.37468,-3.07695,2.94739,2.59781,0,1,1
M22620,M,300.4,311.7,1511,33,200,0.377907,2.29927,0.154132,-1.61206,2.62478,0,0,0
H37175,H,300.4,311.6,1715,30.8,203,0.385001,2.17871,2.34114,-2.00772,2.72311,0,0,0
M22622,M,300.3,311.5,1400,43.8,0,0.312408,2.15541,-1.99192,0.885089,-3.13345,0,0,0
L54943,L,300.4,311.6,1200,76.6,3,0.328768,2.2113,-3.10642,3.12333,-3.03392,0,1,1
M22624,M,300.4,311.7,1555,38.7,5,0.354055,2.30831,0.856271,-0.304701,-2.97092,0,0,0
H37179,H,300.3,311.6,1427,56.2,8,0.301282,2.22348,-1.52466,2.81092,-2.90982,0,0,0
L54946,L,300.3,311.4,1318,52.7,13,0.28558,2.01777,-2.92117,2.54985,-2.77828,0,0,0
H37181,H,300.2,311.4,1319,54.6,15,0.100127,2.05808,-2.91407,2.71928,-2.61552,0,0,0
M22628,M,300.2,311.4,1960,20.9,20,0.0937869,2.03396,2.94278,-2.97453,-2.50327,0,0,0
L54949,L,300.3,311.5,1552,38.9,23,0.318439,2.15889,0.842459,-0.244273,-2.47016,0,0,0
L54950,L,300.3,311.5,1548,32.2,25,0.295989,2.14536,0.748922,-1.70688,-2.38574,0,0,0
L54951,L,300.3,311.6,1709,29.5,27,0.288538,2.22875,2.3302,-2.22612,-2.30028,0,0,0
H37186,H,300.3,311.5,1464,41,29,0.334581,2.18819,-0.726934,0.217853,-2.26555,0,0,0
